objectid,agency,comments,active,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,mergeid,latest,modifiedon,createdon,SHAPE_Length,SHAPE_Area
224,DVF,"Pulled from EGP REST Service; Submitted by state forestry",N,Image Interpretation,2019/08/06 05:06:30,2019-AKSWS-904507,2019,Molybdenum Mountains,AKAKS,2019/08/05 13:30:41,846.27636461, ,MEZ0, ,AKSWS,AK, ,904507,{1EF72FE6-35C4-420D-BC36-E7A93E32BEAE},N, , ,N,2019/09/10 09:33:43,2019/08/06 11:15:20,0.348200586078785,0.000582488599216583
225,BLM,"Pulled from EGP REST Service; Sentinel 2",N,Remote Sensing Derived,2019/07/04 10:05:40,2019-AKUYD-000212,2019,Marr,AKEID,2019/07/04 09:28:44,12235.3165679, ,L976, ,AKUYD,AK, ,000212,{F14DA828-669F-4697-A900-D8E80B3EC28B},N, , ,N,2019/09/09 15:12:55,2019/07/05 11:38:19,0.81771470236087,0.00970438733528882
226,DVF,"Pulled from EGP REST Service; Perimeter digitized using Sentinel 2 image - DOF SWS",N,Remote Sensing Derived,2019/08/15 05:05:46,2019-AKSWS-904507,2019,Molybdenum Mountains,AKAKS,2019/08/14 12:36:08,903.55834889, ,MEZ0, ,AKSWS,AK, ,904507,{1EF72FE6-35C4-420D-BC36-E7A93E32BEAE},N, , ,Y,2019/09/10 09:33:43,2019/08/15 11:07:18,0.354162528360016,0.000621911121450391
227,BLM,"Pulled from EGP REST Service; Sentinel 2 imagery from 7/13",N,Image Interpretation,2019/07/30 05:07:32,2019-AKUYD-000452,2019,Mich,AKYCP,2019/07/28 14:17:13,2.61294381, ,MD45, ,AKUYD,AK, ,000452,{29970E24-9A51-4888-A1C8-4B521D3A28B4},N, , ,Y,2019/09/09 15:12:55,2019/07/30 11:10:42,0.00575028527758112,2.01769177392499e-06
228,USFS, ,N,Infrared Image,2019/07/15 00:00:00,2019-NMGNF-000311,2019,Rocky,NMGNF,2019/07/14 00:20:00,259.52415071, ,MD86, ,NMGNF,NM,6432,000311,{43605C9F-2A53-4E4E-BCB3-BF85975C21F9},N, , ,N,2019/07/19 12:41:20,2019/07/15 12:34:07,0.0578245609724283,0.000101337706071442
229,USFS,WFDSS,N,Hand Sketch,2019/07/02 00:00:00,2019-NMGNF-000264,2019,South,NMGNF,2019/07/01 00:00:00,2.07369866, ,MDB4, ,NMGNF,NM,6414,000264,{A0587A92-312C-4440-9C24-4877E6C41396},N, , ,N,2019/09/09 12:20:05,2019/07/02 10:33:41,0.00383404605022064,8.11796882269324e-07
230,BLM,"Pulled from EGP REST Service; Estimated from VIIRS",N,Mixed Methods,2019/07/16 05:05:32,2019-AKUYD-000407,2019,Bearnose Hill,AKDYN,2019/07/15 21:27:34,78364.0745797,Chalkyitsik Complex,MCS7,{4E3207C5-B302-4ED4-9D08-2BD627FD7928},AKUYD,AK, ,000407,{2F2D5842-7ED0-41E2-A6A9-41B6360730A4},Y, , ,N,2019/09/10 09:15:10,2019/07/16 11:51:10,2.7072064923646,0.0638952256232374
231,FS,"Pulled from EGP REST Service; 2019-07-09",N,Mixed Methods,2019/07/11 05:05:41,2019-AZCNF-000317,2019,MILLER,AZCNF,2019/07/10 19:35:39,5760.80251323, ,MC0X, ,AZCNF,NM,6417,000317,{309A628C-8085-4636-8968-618F4128928B},N, , ,Y,2019/09/09 15:12:55,2019/07/11 13:43:30,0.320019775841918,0.00221245811194555
232,BLM,WFDSS,N,Hand Sketch,2019/06/14 00:00:00,2019-WASPD-000130,2019,243 COMMAND,WACBR,2019/06/13 16:47:00,20429.8340979, ,L9ZL, ,WASPD,WA,6373,000130,{B8234FBE-DC69-4FBD-AE91-90C3E4ADAE7A},N, , ,Y,2019/06/14 16:26:33,2019/06/14 16:26:33,0.873670183551318,0.00975187203404829
233,BLM,Pulled from EGP REST Service,N,GPS-Walked,2019/06/25 00:00:00,2019-IDIFD-000010,2019,Dry,IDIFD,2019/06/24 21:08:00,0.01153134, , , ,IDIFD,ID, ,000010,{721BCC13-3843-48B0-891A-3F6BCED98BAD},N, , ,Y,2019/06/25 10:56:21,2019/06/25 10:56:21,0.00027827293012279,5.07408815512389e-09
234,BLM,Pulled from EGP REST Service,N,Mixed Methods,2019/07/12 00:00:00,2019-UTMOD-009093,2019,I70 MM229,UTMOD,2019/07/11 09:32:00,2.0457654, ,MD0Z, ,UTMOD,UT, ,009093,{7243330D-5A2D-42A2-8666-A0994C0CD8EE},N, , ,N,2019/07/15 12:34:07,2019/07/12 12:24:53,0.0122505773076578,8.63146062584516e-07
235,USFS,WFDSS,N,Hand Sketch,2019/06/18 00:00:00,2019-ORFWF-000169,2019,Dairy,ORFWF,2019/06/15 21:59:59,117.74306545, ,MA08, ,ORFWF,OR, ,000169,{EB65FF7D-6E17-4F20-BAB5-E93F6BAD3787},N, , ,Y,2019/06/19 11:26:34,2019/06/18 10:14:38,0.031062160422031,5.21642208175863e-05
236,BIA,WFDSS,N,GPS-Walked/ Driven,2019/09/26 00:00:00,2019-AZSCA-001273,2019,Mike Mike,AZSCA,2019/07/29 18:59:59,13.16123457, ,MJG5, ,AZSCA,AZ, ,001273,{4DE70C0A-0BD0-456B-900B-FCF64E59D9BA},N, , ,Y,2019/09/26 11:21:04,2019/09/26 11:21:04,0.014946788375761,5.15901830281519e-06
237,USFS, ,N,Infrared Image,2019/06/17 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/17 00:37:59,1818.5656607, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:44:23,2019/06/17 10:44:23,0.139963108198233,0.00071757976165191
238,USFS,WFDSS,N,Infrared Image,2019/08/01 00:00:00,2019-CALPF-001678,2019,MILL,CALPF,2019/07/30 17:29:59,235.0738242, ,MJT8, ,CALPF,CA,6478,001678,{14809126-DB31-4C66-A906-5FF87AC6A078},N, , ,N,2019/08/02 12:24:21,2019/08/01 13:05:38,0.0552925503754328,9.50957551887845e-05
239,USFS, ,N,Infrared Image,2019/09/10 00:00:00,2019-CASHF-001196,2019,MIDDLE,CASHF,2019/09/09 21:30:59,343.75164186, ,MR5H, ,CASHF,CA,6588,001196,{20EEC0CB-93DD-4D5E-946D-2349AE51F360},N, , ,N,2019/09/10 12:03:32,2019/09/10 12:03:32,0.0736476072976993,0.000148636127478208
240,BLM,"Pulled from EGP REST Service; VIIRS Fire Color imagery",N,Image Interpretation,2019/07/30 05:07:31,2019-AKUYD-000660,2019,Mastodon,AKAKS,2019/07/28 14:14:09,133.7938296, ,MG5F, ,AKUYD,AK, ,000660,{D81F0080-3813-4EB9-A74F-2211F0318AC9},N, , ,N,2019/09/09 15:12:55,2019/07/30 11:10:42,0.0410511913541641,0.00010455954809619
241,DVF,"Pulled from EGP REST Service; Perimeter completed by MMA",N,Remote Sensing Derived,2019/07/14 05:05:41,2019-AKKKS-903181,2019,Swan Lake,AKKNR,2019/07/13 14:36:07,100517.000015, ,L92Q, ,AKKKS,AK,6387,903181,{836450FA-2D41-41A0-B38F-5A4B17766214},N, , ,N,2019/09/09 14:28:09,2019/07/15 12:34:09,3.39198445657287,0.0666785741681604
242,USFS, ,N,Infrared Image,2019/09/12 00:00:00,2019-CAINF-002018,2019,TABOOSE,CAINF,2019/09/11 22:14:00,9118.03758963, ,MQ8E, ,CAINF,CA,6570,002018,{FB038107-3B06-4407-8AEE-D09C0BFD9A0A},N, , ,N,2019/09/13 10:35:18,2019/09/12 11:00:23,0.683719560661307,0.00373824928866778
243,USFS, ,N,Infrared Image,2019/06/17 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/16 00:53:00,1818.5656607, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:44:23,2019/06/17 10:44:23,0.139963108198233,0.00071757976165191
244,FS,"Pulled from EGP REST Service; 2019-07-04-22-53 MST",N,Mixed Methods,2019/07/06 05:05:23,2019-AZCNF-000317,2019,MILLER,AZCNF,2019/07/05 10:06:28,5771.54273854, ,MC0X, ,AZCNF,NM,6417,000317,{309A628C-8085-4636-8968-618F4128928B},N, , ,N,2019/09/09 15:12:55,2019/07/08 10:52:31,0.319284788070593,0.00221658248362001
245,DVF,"Pulled from EGP REST Service; Perimeter submitted by DOF - Fairbanks",N,GPS-Unknown,2019/06/25 05:05:35,2019-AKFAS-911255,2019,Caribou Creek,AKAKS,2019/06/24 23:42:48,256.93471077, ,MA3V, ,AKFAS,AK, ,911255,{95D4806B-F683-4F5C-9722-864587E3585E},N, , ,N,2019/09/10 09:33:43,2019/06/25 10:56:21,0.138013449412361,0.000197657004260195
246,BLM,"Pulled from EGP REST Service; Sentinel 2",N,Remote Sensing Derived,2019/06/22 05:05:22,2019-AKGAD-000292,2019,Buckland 1,AKADD,2019/06/21 18:20:53,188.24703036, ,MBE7, ,AKGAD,AK, ,000292,{99A50B70-4778-4D8C-8464-FE64EF712433},N, , ,N,2019/09/10 09:15:10,2019/06/24 14:02:17,0.0535124877773295,0.000151432043089594
247,USFS,"Event Standard Perims; Fixed topology",N,Infrared Image,2019/06/17 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/14 05:52:59,1179.18912427, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.202578953149634,0.000465669304038383
248,BLM,Pulled from EGP REST Service,N,GPS-Walked,2019/06/17 11:43:37,2019-AKGAD-000061,2019,Cramberry Slough,AKVLN,2019/06/06 16:45:33,196.19322609, ,L8LM, ,AKGAD,AK, ,000061,{8022D25F-0E51-437A-8B7D-0BC5F097E64F},N, , ,Y,2019/06/26 08:30:46,2019/06/17 13:17:01,0.0718504999200996,0.000144707739325089
249,USFS, ,N,Infrared Image,2019/09/10 00:00:00,2019-CASHF-001217,2019,RAMSHORN,CASHF,2019/09/07 19:38:59,279.26705628, , , ,CASHF,CA,6370,001217,{55564A5F-7024-4379-AAD1-B3156CAA936E},N, , ,N,2019/09/10 12:03:32,2019/09/10 12:03:32,0.0593949530962027,0.000121241928186576
250,USFS, ,N,Infrared Image,2019/06/17 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/14 22:05:00,1215.69059324, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.217408088141681,0.000479706102437325
251,USFS,Event Standard Perims,N,Mixed Methods,2019/06/17 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/14 19:34:59,1192.0387086, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.207540856656485,0.00047074330621403
252,USFS, ,N,Infrared Image,2019/06/24 00:00:00,2019-NMLNF-000249,2019,PINE LODGE,NMLNF,2019/06/23 22:18:00,7898.17416692, ,MBA5, ,NMLNF,NM,6397,000249,{1F1E8B82-4864-4884-9737-FE108D1ADCEC},N, , ,N,2019/06/25 11:00:23,2019/06/24 14:20:02,0.511360082052877,0.00310846807059502
253,DVF,"Pulled from EGP REST Service; Sentinel 2 Imagery",N,Image Interpretation,2019/07/18 05:06:24,2019-AKSWS-904507,2019,Molybdenum Mountains,AKAKS,2019/07/17 21:13:36,658.6753035, ,MEZ0, ,AKSWS,AK, ,904507,{1EF72FE6-35C4-420D-BC36-E7A93E32BEAE},N, , ,N,2019/09/10 09:33:43,2019/07/18 11:08:54,0.297938068264871,0.000453378672570793
254,FS,Pulled from EGP REST Service,N,Mixed Methods,2019/06/17 11:40:33,2019-COPSF-000463,2019,Reveille,COPSF,2019/06/15 23:52:18,143.08385572, ,L9YZ, ,COPSF,CO,6381,000463,{5D06D73E-9AB9-4772-8CE9-B126C6260930},N, , ,N,2019/06/25 12:09:09,2019/06/17 13:17:00,0.0464497252225982,5.93312515880036e-05
255,USFS,Event Standard Perims,N,Digitized-Other,2019/06/17 00:00:00,2019-CAINF-000903,2019,JORDAN,CAINF,2019/06/14 15:11:59,540.72952345, ,L973, ,CAINF,CA,6384,000903,{92B298F6-8D26-4A12-A53B-B2BAF83A5821},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.0921229208305353,0.000219432460771864
256,USFS, ,N,Infrared Image,2019/06/17 00:00:00,2019-AZTNF-000579,2019,Woodbury,AZTNF,2019/06/15 23:00:00,36391.4302925, ,L951, ,AZTNF,AZ,6382,000579,{852CA751-B8AB-4D83-9B1D-8D4C4924472B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,1.10388845227071,0.0142921424968265
257,USFS,Event Standard Perims,N,Mixed Methods,2019/06/17 00:00:00,2019-AZTNF-000579,2019,Woodbury,AZTNF,2019/06/15 09:59:59,34377.9526376, ,L951, ,AZTNF,AZ,6382,000579,{852CA751-B8AB-4D83-9B1D-8D4C4924472B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.837064579885297,0.0134906982026255
258,USFS, ,N,Infrared Image,2019/06/17 00:00:00,2019-AZTNF-000579,2019,Woodbury,AZTNF,2019/06/16 22:47:59,37667.1167673, ,L951, ,AZTNF,AZ,6382,000579,{852CA751-B8AB-4D83-9B1D-8D4C4924472B},N, , ,N,2019/06/18 10:15:54,2019/06/17 10:44:24,1.39234288767865,0.0147931162805613
259,USFS,WFDSS,N,Mixed Methods,2019/08/01 00:00:00,2019-UTUWF-000430,2019,Alaska,USTUWF,2019/07/31 14:00:00,400.99327744, ,MJV8, ,UTUWF,UT, ,000430,{651D88F4-9AD2-4731-9AD6-992E159C2AA6},N, , ,N,2019/08/02 12:33:14,2019/08/01 13:05:38,0.0636769509055948,0.000171648921640082
260,DVF,WFDSS,N,Hand Sketch,2019/07/05 00:00:00,2019-AKDAS-912409,2019,Rainbow 2,AKAKS,2019/07/03 11:19:59,290.79288594, ,MCT8, ,AKDAS,AK, ,912409,{F1767CC6-66F7-40E6-AFBD-3C4A2AC1E1CE},N, , ,N,2019/07/08 10:52:30,2019/07/05 11:38:21,0.0993211268614179,0.0002168279903673
261,USFS,Event Standard Perims,N,Mixed Methods,2019/06/17 00:00:00,2019-AZTNF-000579,2019,Woodbury,AZTNF,2019/06/14 11:29:59,25892.6406665, ,L951, ,AZTNF,AZ,6382,000579,{852CA751-B8AB-4D83-9B1D-8D4C4924472B},N, , ,N,2019/06/17 10:44:24,2019/06/17 10:44:24,0.72400604726223,0.010168216452616
262,BIA, ,N,Infrared Image,2019/06/17 00:00:00,2019-AZSCA-000587,2019,Bylas,AZSCA,2019/06/13 18:59:59,339.69807698, ,L962, ,AZSCA,AZ, ,000587,{5428E3AC-6BDB-4923-9994-1FCFE4104331},N, , ,Y,2019/06/24 15:37:24,2019/06/17 10:44:24,0.142182027649492,0.00013295355331483
263,DVF,NIFC FTP Site,N,Mixed Methods,2019/09/13 00:00:00,2019-AKKKS-903181,2019,Swan Lake,AKKNR,2019/09/12 20:47:00,163759.998855, ,L92Q, ,AKKKS,AK,6387,903181,{836450FA-2D41-41A0-B38F-5A4B17766214},N, , ,N,2019/09/17 11:43:19,2019/09/13 10:32:56,5.36989717625547,0.108513475067278
264,DVF,WFDSS,N,Unknown,2019/06/03 00:00:00,2019-AKTAS-913133,2019,McArthur Creek,AKAKS,2019/05/30 00:00:00,3227.91362506, ,L9HA, ,AKTAS,AK, ,913133,{EA646D2D-D8FF-4ED8-8BFD-F688F69126C8},N, , ,N,2019/06/17 10:44:24,2019/06/03 09:50:02,0.457677897065178,0.00231184178198224
265,USFS, ,N,Infrared Image,2019/06/14 00:00:00,2019-NMGNF-000178,2019,Elk,NMGNF,2019/06/14 00:49:59,1105.02611794, ,L936, ,NMGNF,NM,6379,000178,{917FD9EC-ACAE-4D9B-9934-57ABE27B564B},N, , ,N,2019/06/17 10:45:07,2019/06/14 16:26:33,0.20674942558619,0.000436039792113458
266,USFS,WFDSS,N,Hand Sketch,2019/06/25 00:00:00,2019-CASQF-000990,2019,Lost,CASQF,2019/06/25 00:00:00,18.73841637, , , ,CASQF,CA, ,000990,{5BD2FEA4-4E73-4B61-BCA8-8981F64E3885},N, , ,N,2019/06/26 11:22:14,2019/06/25 12:09:09,0.011139771213512,7.58588035611568e-06
267,BIA,WFDSS,N,Hand Sketch,2019/07/16 00:00:00,2019-AZFTA-000489,2019,White Springs,AZFTA,2019/07/15 18:00:00,397.00294581, ,MD74, ,AZFTA,AZ, ,000489,{19B6F261-215E-4D6C-B62B-DA836C097B86},N, , ,N,2019/07/19 12:41:20,2019/07/17 09:14:56,0.0736341172966499,0.000157158443870061
268,USFS, ,N,Infrared Image,2019/08/05 00:00:00,2019-IDNCF-000455,2019,Crab,IDNCF,2019/08/05 00:04:00,185.31028022, ,MH2E, ,IDNCF,ID,6467,000455,{BEC73C2F-7C02-4806-812B-188193A557D0},N, , ,N,2019/08/07 12:40:00,2019/08/05 12:26:30,0.0639921461307654,8.78892441203345e-05
269,USFS,WFDSS,N,Hand Sketch,2019/07/02 00:00:00,2019-AZASF-000398,2019,VT,AZASF,2019/07/01 11:00:00,13.7062953, , , ,AZASF,AZ, ,000398,{442F3774-CD70-421D-B683-6A1D892CE3BF},N, , ,N,2019/07/18 08:59:31,2019/07/02 10:33:41,0.00971470372591746,5.37602661120893e-06
270,DVF,WFDSS,N,Unknown,2019/07/17 00:00:00,2019-AKSWS-904523,2019,East Stoney River,AKAKS,2019/07/16 00:00:00,222.0920681, ,ME2U, ,AKSWS,AK, ,904523,{741BC142-9C60-4F86-8AE8-5D851E5B6346},N, , ,N,2019/07/22 12:31:12,2019/07/18 08:59:29,0.0557126073973129,0.000152700709787036
271,SF,WFDSS,N,GPS-Walked/ Driven,2019/07/02 00:00:00,2019-NMN6S-000114,2019,Moses,NMCIF,2019/07/01 08:00:00,92.39927143, ,MB9Y, ,NMN6S,NM, ,000114,{04167C04-FC92-4C29-8BA3-01981BF1EEC4},N, , ,Y,2019/07/02 10:33:41,2019/07/02 10:33:41,0.0372568518298936,3.70747923121312e-05
272,USFS,WFDSS,N,Hand Sketch,2019/06/26 00:00:00,2019-CASQF-000990,2019,Lost,CASQF,2019/06/25 15:59:59,35.17148848, , , ,CASQF,CA, ,000990,{5BD2FEA4-4E73-4B61-BCA8-8981F64E3885},N, , ,Y,2019/06/26 11:22:14,2019/06/26 11:22:14,0.0146596020829716,1.42383424180993e-05
273,USFS, ,N,Infrared Image,2019/06/25 00:00:00,2019-NMLNF-000249,2019,PINE LODGE,NMLNF,2019/06/25 01:57:00,9052.8815818, ,MBA5, ,NMLNF,NM,6397,000249,{1F1E8B82-4864-4884-9737-FE108D1ADCEC},N, , ,N,2019/06/26 10:58:34,2019/06/25 10:56:21,0.540929847999331,0.00356289826570894
274,FS,"Pulled from EGP REST Service; ID-NCF-000548",N,Infrared Image,2019/08/07 10:07:08,2019-IDNCF-000548,2019,Elbow Bend,IDNCF,2019/08/07 06:55:46,1.04767233, , , ,IDNCF,ID, ,000548,{AF2E6BDF-F57B-40B6-9CB8-FA16A13432AF},N, , ,N,2019/10/01 11:02:52,2019/08/07 12:40:00,0.00325309308140175,4.94179983995984e-07
275,DVF,Event Standard Perims,N,Mixed Methods,2019/06/21 00:00:00,2019-AKKKS-903181,2019,Swan Lake,AKKNR,2019/06/21 04:51:59,20394.1667164, ,L92Q, ,AKKKS,AK,6387,903181,{836450FA-2D41-41A0-B38F-5A4B17766214},N, , ,N,2019/06/24 14:02:16,2019/06/21 10:42:15,1.36191522300547,0.0135290030066576
276,USFS,WFDSS,N,Other,2019/06/21 00:00:00,2019-CASQF-000990,2019,Lost,CASQF,2019/06/20 00:00:00,3.69998595, , , ,CASQF,CA, ,000990,{5BD2FEA4-4E73-4B61-BCA8-8981F64E3885},N, , ,N,2019/06/25 12:09:09,2019/06/24 15:06:01,0.00502413958075869,1.49785750148129e-06
277,BLM,"Pulled from EGP REST Service; Perimeter created using Landsat 7 image collected 6/10",N,Remote Sensing Derived,2019/06/17 11:43:39,2019-AKGAD-000216,2019,Darby Mtns,AKVLN,2019/06/11 18:10:13,21.43775372, ,L98V, ,AKGAD,AK, ,000216,{8242BAED-DE4B-46B2-948F-B36BE999541F},N, , ,Y,2019/06/26 08:30:46,2019/06/17 13:17:01,0.017675925733611,1.64827774927307e-05
278,USFS, ,N,Infrared Image,2019/06/14 00:00:00,2019-CAINF-000903,2019,JORDAN,CAINF,2019/06/14 02:26:00,523.19475851, ,L973, ,CAINF,CA,6384,000903,{92B298F6-8D26-4A12-A53B-B2BAF83A5821},N, , ,N,2019/06/17 10:45:53,2019/06/14 16:26:33,0.0944842737709502,0.000212316043000916
279,BIA,WFDSS,N,Hand Sketch,2019/06/12 00:00:00,2019-AZSCA-000587,2019,Bylas,AZSCA,2019/06/10 15:59:59,635.92395621, ,L962, ,AZSCA,AZ, ,000587,{5428E3AC-6BDB-4923-9994-1FCFE4104331},N, , ,N,2019/06/17 10:46:38,2019/06/12 10:42:31,0.116108660001615,0.000248742805006761
280,USFS,WFDSS,N,Hand Sketch,2019/07/19 00:00:00,2019-NMGNF-000311,2019,Rocky,NMGNF,2019/07/18 00:00:00,640.24749306, ,MD86, ,NMGNF,NM,6432,000311,{43605C9F-2A53-4E4E-BCB3-BF85975C21F9},N, , ,Y,2019/07/19 12:41:20,2019/07/19 12:41:20,0.0687835076020659,0.00025028396143308
281,USFS,WFDSS,N,GPS-Flight,2019/06/25 00:00:00,2019-COPSF-000463,2019,Reveille,COPSF,2019/06/24 12:00:00,155.30748383, ,L9YZ, ,COPSF,CO,6381,000463,{5D06D73E-9AB9-4772-8CE9-B126C6260930},N, , ,N,2019/06/28 11:43:50,2019/06/25 12:09:09,0.0557980943094914,6.43993936199719e-05
282,USFS,WFDSS,N,Hand Sketch,2019/07/02 00:00:00,2019-CASQF-000989,2019,Bald,CASQF,2019/07/01 08:00:00,10.51018025, , , ,CASQF,CA, ,000989,{28509448-F4B5-4A42-B98C-A9D54DED3721},N, , ,Y,2019/07/02 10:33:41,2019/07/02 10:33:41,0.00826707989487514,4.25553410498933e-06
283,BLM,Pulled from EGP REST Service,N,Mixed Methods,2019/07/15 00:00:00,2019-UTMOD-009093,2019,I70 MM229,UTMOD,2019/07/14 20:16:00,2.0457654, ,MD0Z, ,UTMOD,UT, ,009093,{7243330D-5A2D-42A2-8666-A0994C0CD8EE},N, , ,Y,2019/07/15 12:34:07,2019/07/15 12:34:07,0.0122505773076578,8.63146062584516e-07
284,BLM,WFDSS,N,Hand Sketch,2019/07/02 00:00:00,2019-AKUYD-000407,2019,Bearnose Hill,AKDYN,2019/06/30 12:00:00,1252.47546862, ,MCS7, ,AKUYD,AK, ,000407,{2F2D5842-7ED0-41E2-A6A9-41B6360730A4},N, , ,N,2019/07/03 11:50:36,2019/07/02 10:33:41,0.162685201172316,0.00102072822279727
285,USFS,WFDSS,N,Unknown,2019/06/26 00:00:00,2019-NMCAF-000148,2019,Gurule,NMCAF,2019/06/25 00:00:00,2260.13210043, ,L99A, ,NMCAF,NM, ,000148,{FB3F20DF-FEAE-4083-A73A-B10C3B869117},N, , ,Y,2019/06/26 11:22:14,2019/06/26 11:22:14,0.189655082210856,0.000920296054983486
286,USFS,Event Standard Perims,N,Mixed Methods,2019/09/10 00:00:00,2019-CASHF-001217,2019,RAMSHORN,CASHF,2019/09/09 01:18:59,294.95941611, , , ,CASHF,CA,6370,001217,{55564A5F-7024-4379-AAD1-B3156CAA936E},N, , ,N,2019/09/11 10:56:40,2019/09/10 12:03:32,0.0516024396545023,0.000128055331787633
287,FS,"Pulled from EGP REST Service; IR Flight on 4/30/2019 at 0116",N,Infrared Image,2019/07/30 10:08:24,2019-MTLNF-001232,2019,Beeskove,MTLNF,2019/07/30 08:35:51,210.91369861, ,MJE6, ,MTLNF,MT,6458,001232,{A1A6C299-6BF7-4808-A552-3C2FF5494DCD},N, , ,N,2019/09/10 09:15:10,2019/07/30 11:10:43,0.242262087563028,0.000100874600077524
288,BLM,WFDSS,N,Digitized-Image,2019/06/25 00:00:00,2019-AKUYD-000217,2019,Yukon Charley,AKYCP,2019/06/23 13:06:59,851.02575964, ,L98W, ,AKUYD,AK, ,000217,{8348636A-BC59-43B8-BCA8-E620847A948F},N, , ,N,2019/06/28 11:43:50,2019/06/25 12:09:09,0.282637434614064,0.000662596758728891
289,BLM,Pulled from EGP REST Service,N,Mixed Methods,2019/07/15 00:00:00,2019-UTMOD-009099,2019,HWY191 MM109,UTMOD,2019/07/14 20:21:00,0.16268807, ,MD4D, ,UTMOD,UT, ,009099,{80A9AA93-5D38-422A-BEFE-671D304FFF4C},N, , ,Y,2019/07/15 12:34:07,2019/07/15 12:34:07,0.00133945396546601,6.78821404813804e-08
290,DVF,WFDSS,N,Unknown,2019/06/24 00:00:00,2019-AKTAS-913303,2019,Northway Dot,AKDYN,2019/06/22 17:00:00,96.05655715, ,MBL5, ,AKTAS,AK, ,913303,{49D2E817-BE02-4972-B0FF-2DAB185ED6AB},N, , ,N,2019/06/24 15:06:01,2019/06/24 15:06:01,0.0364239237839344,6.84593181079542e-05
291,DVF,WFDSS,N,Unknown,2019/06/17 00:00:00,2019-AKTAS-913133,2019,McArthur Creek,AKAKS,2019/06/15 00:00:00,4303.47700208, ,L9HA, ,AKTAS,AK, ,913133,{EA646D2D-D8FF-4ED8-8BFD-F688F69126C8},N, , ,N,2019/07/02 10:35:34,2019/06/17 10:44:24,0.504216920528432,0.00308244400897043
292,BLM,"Pulled from EGP REST Service; Perimeter digitized using Sentinel-2 imagery",N,Image Interpretation,2019/06/27 05:05:33,2019-AKGAD-000274,2019,Kugruk River 3,AKAKS,2019/06/26 14:14:47,25.2231728, ,MBC9, ,AKGAD,AK, ,000274,{953F8CEC-7D1E-4A50-8BFA-57A714381506},N, , ,Y,2019/07/01 14:27:50,2019/06/27 11:24:35,0.0182807585778022,2.00247610986067e-05
293,DVF,Perimeter from NIFC FTP site,N,Mixed Methods,2019/06/24 00:00:00,2019-AKKKS-903181,2019,Swan Lake,AKKNR,2019/06/22 00:00:00,22847.0244348, ,L92Q, ,AKKKS,AK,6387,903181,{836450FA-2D41-41A0-B38F-5A4B17766214},N, , ,N,2019/06/24 14:02:16,2019/06/24 14:02:16,1.40552303342893,0.0151553266990574
294,DVF,"Pulled from EGP REST Service; Perimeter submitted by Alaska DOF-SWS",N,GPS-Unknown,2019/06/17 11:43:55,2019-AKSWS-904236,2019,Naku Peak,AKADD,2019/06/14 21:19:01,30.30618203, ,MAD0, ,AKSWS,AK, ,000236,{E1C4E7A3-DD3F-4F2F-8494-875885C4A96B},N, , ,Y,2019/06/26 08:30:46,2019/06/17 13:17:01,0.0257350220369037,1.92707898065573e-05
295,DVF,Pulled from EGP REST Service,N,Image Interpretation,2019/06/23 05:05:23,2019-AKSWS-904268,2019,Meroyuk River,AKVLN,2019/06/22 16:53:43,16.51285973, ,MBB0, ,AKSWS,AK, ,904268,{12915DD3-6BA8-4D62-ABE2-15F641F1FC22},N, , ,Y,2019/09/10 09:33:43,2019/06/24 14:02:17,0.023310306297965,1.09597961323674e-05
